speaker,birth_date,date,mp_id,gender,constituency_name,constituency_id,backbencher,surname,ONS ID,Valid votes,Majority,vulnerability,under_30,over_65
John Redwood,1951-06-15,2015-05-27,14,M,Wokingham,3861,True,Redwood,E14001048,55999,24197,43.20970017321738,35.99699349249362,14.10289376347489
Clive Efford,1958-07-10,2015-05-27,165,M,Eltham,3473,False,Efford,E14000690,43157,2693,6.240007414787867,39.04232444657361,14.29048897603583
William Cash,1940-05-10,2010-05-26,288,M,Stone,3780,True,Cash,E14000975,47031,16250,34.55167868001956,29.87572552789944,21.27146909755605
Jeremy Corbyn,1949-05-26,2015-05-27,185,M,Islington North,3549,True,Corbyn,E14000763,49234,21194,43.04748750863225,43.63045936464061,85.9484483275184
Angus MacNeil,1970-07-21,2010-05-26,1546,M,Na h-Eileanan an Iar,2025,False,MacNeil,S14000027,15938,4102,25.73723177312084,30.22684583152724,21.56119057939604
David Tredinnick,1950-01-19,2015-05-27,335,M,Bosworth,3349,True,Tredinnick,E14000583,53582,10988,20.50688664103617,32.78423312508903,18.36043222563644
Alex Salmond,1954-12-31,2015-05-27,577,M,Gordon,1284,False,Salmond,S14000037,58161,8687,14.93612558243496,33.49919903884661,15.38045654785743
Cheryl Gillan,1952-04-21,2015-05-27,18,F,Chesham and Amersham,3407,True,Gillan,E14000631,52730,23920,45.36317087047222,33.06525611270038,19.39655637717925
Graham Allen,1953-01-11,2015-05-27,364,M,Nottingham North,3665,True,Allen,E14000866,35343,11860,33.55685708626885,43.15919501775696,13.50352565752226
Geoffrey Clifton-Brown,1953-03-23,2015-05-27,249,M,The Cotswolds,3799,True,Clifton-Brown,E14000991,56667,21477,37.90036529196887,29.95701348023872,22.40828846876174
Boris Johnson,1964-06-19,2015-05-27,1423,M,Uxbridge and South Ruislip,3817,True,Johnson,E14001007,44811,10695,23.86690767891812,43.41563176146299,12.55915508264422
Dominic Grieve,1956-05-24,2015-05-27,16,M,Beaconsfield,3311,True,Grieve,E14000550,53163,26311,49.4911874800143,32.73566965498506,19.65347580669504
Nick Clegg,1967-01-07,2015-05-27,1563,M,"Sheffield, Hallam",3725,True,Clegg,E14000922,55481,2353,4.241091544853193,37.26890192040825,18.86722771834012
Rehman Chishti,1978-10-04,2015-05-27,3987,M,Gillingham and Rainham,3496,True,Chishti,E14000711,47078,10530,22.36713539232763,39.47687949003338,14.81432763330972
Andrew Mitchell,1956-03-23,2015-05-27,1211,M,Sutton Coldfield,3791,True,Mitchell,E14000985,50854,16417,32.28261297046447,32.74206945860978,20.03953441912793
Tom Brake,1962-05-06,2015-05-27,151,M,Carshalton and Wallington,3396,True,Brake,E14000621,47613,1510,3.171402768151555,38.90497471727408,13.10820167432492
Greg Knight,1949-04-04,2015-05-27,1200,M,East Yorkshire,3466,True,Knight,E14000683,49991,14933,29.87137684783261,29.39617641491576,23.48047859569423
David Lammy,1972-07-19,2015-05-27,206,M,Tottenham,3811,True,Lammy,E14001002,42558,23564,55.36914328680859,46.68090407545827,81.4936898875709
Sammy Wilson,1953-04-04,2015-05-27,1593,M,East Antrim,3459,False,Wilson,N06000005,33497,5795,17.30005672149745,37.592,15.8
David Amess,1952-03-26,2015-05-27,44,M,Southend West,3762,True,Amess,E14000957,44509,14021,31.50149407984902,33.64835065928626,19.08554970523379
Peter Bottomley,1944-07-30,2015-05-27,117,M,Worthing West,3868,True,Bottomley,E14001055,50763,16855,33.20331737682958,29.4423799670622,26.45897555001901
Ian Paisley,1966-12-12,2015-05-27,4129,M,North Antrim,3634,False,Paisley,N06000012,41907,11546,27.55148304579188,37.47,16.2
Jim Shannon,1955-03-25,2015-05-27,4131,M,Strangford,3782,False,Shannon,N06000016,33924,10185,30.0229925716307,36.013,16.4
Stewart Jackson,1965-01-31,2015-05-27,1551,M,Peterborough,3678,True,Jackson,E14000878,47075,1925,4.089219330855019,41.77136222641968,13.89692758244234
Louise Ellman,1945-11-14,2015-05-27,484,F,"Liverpool, Riverside",3581,True,Ellman,E14000793,44263,24463,55.26737907507398,52.19021928297946,10.25408980160111
Stephen Pound,1948-07-03,2010-06-02,161,M,Ealing North,3456,False,Pound,E14000675,48510,12326,25.40919398062255,42.39206717471536,11.09670814171421
Edward Garnier,1952-10-26,2015-05-27,337,M,Harborough,3514,True,Garnier,E14000728,52471,19632,37.41495302166911,34.91784387355705,18.93862629393416
Brendan O'Hara,1963-04-27,2015-05-27,4371,M,Argyll and Bute,67,False,O'Hara,S14000005,51883,8473,16.33097546402482,30.66715060227298,21.93135675884128
John McDonnell,1951-09-08,2010-06-24,178,M,Hayes and Harlington,3523,True,McDonnell,E14000737,45056,15700,34.84552556818182,45.93173708152869,97.37317606893482
Meg Hillier,1969-02-14,2015-05-27,1524,F,Hackney South and Shoreditch,3507,True,Hillier,E14000721,47580,24213,50.8890290037831,47.15394894869496,72.8555237918027
Chris Evans,1977-07-17,2015-05-27,4040,M,Islwyn,3551,True,Evans,W07000077,35401,10404,29.38900031072569,36.16194568215574,17.25015913430936
David Rutley,1961-03-07,2015-05-27,4033,M,Macclesfield,3591,True,Rutley,E14000802,49598,14811,29.86209121335538,31.32156795471116,19.79778702234421
Kwasi Kwarteng,1975-05-26,2015-05-27,4134,M,Spelthorne,3764,True,Kwarteng,E14000959,49079,14152,28.83514334032886,34.38565660369463,17.44806376702441
John Mann,1960-01-10,2015-05-27,1387,M,Bassetlaw,3307,True,Mann,E14000546,49289,8843,17.94112276572866,33.86636868064119,18.51302404438964
Rob Marris,1955-04-08,2015-05-27,1468,M,Wolverhampton South West,3864,True,Marris,E14001051,40209,801,1.99209132283817,37.60790456113905,17.6851601050487
Michael Ellis,1967-10-13,2015-05-27,4116,M,Northampton North,3660,True,Ellis,E14000861,39411,3245,8.233741848722438,39.97122702803044,15.16846111007982
Eilidh Whiteford,1969-04-24,2015-05-27,3911,F,Banff and Buchan,110,False,Whiteford,S14000007,45629,14339,31.42519012031822,33.97098275390091,17.73446482343279
Stephen Gethins,1976-03-28,2015-05-27,4434,M,North East Fife,2135,False,Gethins,S14000049,45263,4344,9.59724278107947,35.99732029873707,20.27640622286182
Richard Bacon,1962-12-03,2015-05-27,1451,M,South Norfolk,3746,True,Bacon,E14000941,57123,20493,35.87521663778163,31.20792724532298,21.40172924750237
Hannah Bardell,1983-06-01,2015-05-27,4486,F,Livingston,1826,False,Bardell,S14000044,57547,16843,29.26825029975498,37.96596286858392,12.81215871860211
Nick Boles,1965-11-02,2010-06-08,3995,M,Grantham and Stamford,3500,True,Boles,E14000714,53755,18989,35.32508603850805,33.81517563774655,18.60505215966894
Angela Eagle,1961-02-17,2015-05-28,491,F,Wallasey,3822,False,Eagle,E14001010,43366,16348,37.69773555319836,36.68552390322436,16.91561200304101
Chris Grayling,1962-04-01,2015-05-28,1413,M,Epsom and Ewell,3477,False,Grayling,E14000694,57143,24443,42.77514306214235,34.46260448957263,17.76250755779917
Philip Davies,1972-01-05,2015-05-28,1565,M,Shipley,3728,True,Davies,E14000925,50542,9624,19.04158917336077,33.65974615449273,17.71560057157266
Cat Smith,1985-06-16,2015-05-28,4436,F,Lancaster and Fleetwood,3564,True,Smith,E14000776,41738,1265,3.030811251138052,42.69013271783035,17.12175418349683
Crispin Blunt,1960-07-15,2015-05-28,104,M,Reigate,3695,True,Blunt,E14000893,51349,22334,43.49451790687257,35.23449664296411,16.38451697360983
Nigel Evans,1957-11-10,2015-05-28,474,M,Ribble Valley,3697,True,Evans,E14000894,52243,13606,26.04368049308041,33.25630100382755,19.0304243312115
Rachael Maskell,1972-07-05,2015-05-28,4471,F,York Central,3876,True,Maskell,E14001061,47677,6716,14.08645678209619,44.63438706771817,13.17183951551855
Peter Bone,1952-10-19,2015-05-28,1581,M,Wellingborough,3837,True,Bone,E14001025,50430,16397,32.51437636327583,36.25222543543176,16.14747689786076
Paul Flynn,1935-02-09,2015-05-28,545,M,Newport West,3630,True,Flynn,W07000056,40347,3510,8.699531563685033,37.50073184154752,16.98106579548249
Martin Vickers,1950-09-13,2015-05-28,3957,M,Cleethorpes,3419,True,Vickers,E14000643,45089,7893,17.50537825190179,33.21188550425779,19.91495090444798
Stephen Phillips,1970-03-09,2015-05-28,4054,M,Sleaford and North Hykeham,3732,True,Phillips,E14000929,61944,24115,38.93032416376082,30.98977092637948,21.44863852470825
Wes Streeting,1983-01-21,2015-05-28,4504,M,Ilford North,3545,True,Streeting,E14000759,48932,589,1.203711272786725,40.29964226184094,13.51996802776126
Jason McCartney,1968-01-29,2015-05-28,3953,M,Colne Valley,3423,True,McCartney,E14000645,56800,5378,9.468309859154928,35.36780798710635,16.06761842840267
Mark Pawsey,1957-01-16,2015-05-28,4052,M,Rugby,3708,True,Pawsey,E14000905,49006,10345,21.10966004162756,35.75179442562844,17.45124237433842
Louise Haigh,1987-07-22,2015-05-28,4473,F,"Sheffield, Heeley",3726,True,Haigh,E14000923,42048,12954,30.80764840182648,36.44212868850705,17.80112554297819
Andrew Turner,1953-10-24,2015-05-28,1426,M,Isle of Wight,3548,True,Turner,E14000762,70300,13703,19.49217638691323,30.8176328065671,23.83394206776842
Lilian Greenwood,1966-03-26,2015-05-28,4029,F,Nottingham South,3666,False,Greenwood,E14000867,43465,6936,15.95766708846198,53.06546556443566,11.90116539873481
Graham Stuart,1962-03-12,2015-05-28,1482,M,Beverley and Holderness,3321,True,Stuart,E14000556,52677,12203,23.16570799400118,30.41765248426034,20.98187432329471
Ruth Smeeth,1979-06-29,2015-05-28,4508,F,Stoke-on-Trent North,3778,True,Smeeth,E14000973,38654,4836,12.5109949811145,38.4624928914853,16.31701390683968
Nick Smith,1960-01-14,2015-05-28,3928,M,Blaenau Gwent,3339,True,Smith,W07000072,31683,12703,40.09405674967648,36.08302059758788,17.87177356977111
Philip Hollobone,1964-11-07,2015-05-28,1537,M,Kettering,3556,True,Hollobone,E14000769,47218,12590,26.66356050658647,36.14656325220648,16.04065258090398
John Spellar,1947-08-05,2015-05-28,318,M,Warley,3828,False,Spellar,E14001016,37829,14702,38.86436331914669,42.89432869491654,14.09963015585514
Alec Shelbrooke,1976-01-10,2015-05-28,3997,M,Elmet and Rothwell,3472,True,Shelbrooke,E14000689,57797,8490,14.68934373756423,31.7657569035263,20.55750178171708
Jon Ashworth,1978-10-14,2011-06-08,4244,M,Leicester South,3571,True,Ashworth,E14000783,45942,17845,38.84245352836185,50.84879324653986,10.37497799424916
Andrew Stephenson,1981-02-17,2015-05-28,4044,M,Pendle,3675,True,Stephenson,E14000875,44448,5453,12.26826853851692,38.78281089299288,16.04212314984573
Rebecca Long Bailey,1979-09-22,2015-05-28,4396,F,Salford and Eccles,3714,True,Bailey,E14000911,43261,12541,28.9891588266568,42.99651760543917,13.36852578630258
Liz McInnes,1959-03-30,2015-05-28,4342,F,Heywood and Middleton,3533,True,McInnes,E14000747,48538,5299,10.91721949812518,37.11956417117447,16.00573661616648
Helen Jones,1954-12-24,2015-05-28,432,F,Warrington North,3829,True,Jones,E14001017,45419,8923,19.64596314317797,36.75338451682018,15.78565952128386
Graham Jones,1966-03-03,2010-06-30,3999,M,Hyndburn,3544,True,Jones,E14000758,42887,4400,10.25951920162287,38.57547516595671,15.75669773174476
Andrew Gwynne,1974-06-04,2015-05-28,1506,M,Denton and Reddish,3441,False,Gwynne,E14000661,38681,10511,27.17354773661488,36.80445521483829,16.26083511976885
Stephen Doughty,1980-04-15,2015-05-28,4264,M,Cardiff South and Penarth,3391,False,Doughty,W07000080,46667,7453,15.9706002099985,41.85845237541297,13.56381741193988
Dennis Skinner,1932-02-11,2015-05-28,325,M,Bolsover,3343,True,Skinner,E14000577,43998,11778,26.76939860902768,34.19177966191398,18.51851851851852
John Whittingdale,1959-10-16,2015-05-28,39,M,Maldon,3595,False,Whittingdale,E14000806,48045,22070,45.93610157144344,32.12946383323761,18.99050643602824
Chris Bryant,1962-01-11,2015-05-28,1446,M,Rhondda,3696,False,Bryant,W07000052,31538,7455,23.63815080220686,36.51690238013108,18.74784408416695
Damian Collins,1974-02-04,2015-05-28,3986,M,Folkestone and Hythe,3488,True,Collins,E14000704,55010,13797,25.08089438283949,33.41948046200823,20.76824357215559
Damian Green,1956-01-17,2015-05-28,76,M,Ashford,3297,True,Green,E14000536,57372,19296,33.63313114411211,37.03470869488224,16.75048698423942
Nigel Mills,1974-10-28,2015-05-28,4136,M,Amber Valley,3293,True,Mills,E14000533,45717,4205,9.197891375199598,33.42739779024384,18.14002708146058
Theresa May,1956-10-01,2015-05-28,8,F,Maidenhead,3592,False,May,E14000803,53855,29059,53.95784978182155,34.07585732534145,17.32141102485998
Kate Green,1960-05-02,2015-05-28,4120,F,Stretford and Urmston,3785,False,Green,E14000979,46386,11685,25.19079032466692,38.23329856504876,14.77888383679835
Yvette Cooper,1969-03-20,2015-05-28,420,F,"Normanton, Pontefract and Castleford",3633,False,Cooper,E14000836,45897,15428,33.61439745517136,36.44759550352162,16.66868790521946
Mike Weir,1970-05-12,2010-06-22,1384,M,Angus,59,False,Weir,S14000004,44485,11230,25.24446442621108,33.18450304636993,19.75722059439096
Richard Fuller,1962-05-30,2015-05-28,3912,M,Bedford,3313,True,Fuller,E14000552,46086,1097,2.380332421993664,40.36866997803416,14.75372528842539
Margaret Hodge,1944-09-08,2015-05-28,140,F,Barking,3301,True,Hodge,E14000540,43041,15272,35.48244696916893,47.58529346839665,92.27964321045188
Robert Syms,1956-08-15,2015-05-28,245,M,Poole,3682,True,Syms,E14000881,47393,15789,33.31504652585825,32.87940194452027,21.03273765775603
Liam Fox,1961-09-22,2015-05-28,223,M,North Somerset,3649,True,Fox,E14000850,58942,23099,39.18937260357639,30.82175054437413,21.3954292924154
Joanna Cherry,1966-03-18,2015-05-28,4419,F,Edinburgh South West,1048,False,Cherry,S14000025,51602,8135,15.7648928336111,41.02845741464792,13.46991011326535
Dawn Butler,1969-11-03,2015-05-28,1489,F,Brent Central,3358,True,Butler,E14000591,47032,19649,41.7779384249022,45.52379982246541,93.88233239715365
Marie Rimmer,1947-04-27,2015-05-28,4457,F,St Helens South and Whiston,3768,True,Rimmer,E14000963,48397,21243,43.89321652168523,35.74912822754503,17.91628997486514
Nick Thomas-Symonds,1980-05-26,2015-05-28,4479,M,Torfaen,3808,True,Thomas-Symonds,W07000053,37937,8169,21.53306798112661,37.27622429353455,16.96873304729496
Robert Flello,1966-01-14,2010-05-26,1569,M,Stoke-on-Trent South,3779,True,Flello,E14000974,39107,2539,6.492443808013911,37.21060096717631,16.4833201174907
Ian Blackford,1961-05-14,2015-05-28,4390,M,"Ross, Skye and Lochaber",2456,False,Blackford,S14000055,41811,5124,12.25514816675038,30.87822031279885,19.5153530389748
John Glen,1974-04-01,2015-05-28,4051,M,Salisbury,3715,True,Glen,E14000912,50705,20421,40.27413470071985,33.39963715053881,19.9042602024088
Keir Starmer,1962-09-02,2015-05-28,4514,M,Holborn and St Pancras,3536,True,Starmer,E14000750,54917,17048,31.04321066336471,45.47116674776249,10.31538903879329
Craig Mackinlay,1966-10-07,2015-05-28,4529,M,South Thanet,3753,True,Mackinlay,E14000948,49401,2812,5.69219246573956,34.78364389233954,21.01449275362319
Stephen Hammond,1962-02-04,2015-05-28,1585,M,Wimbledon,3853,True,Hammond,E14001040,48422,12619,26.06046838214035,37.14819233362726,12.31910368795062
Jess Phillips,1981-10-09,2015-05-28,4370,F,"Birmingham, Yardley",3333,True,Phillips,E14000568,41151,6595,16.02634200869967,43.50465626112537,13.90694972736982
Neil Carmichael,1961-04-15,2015-05-28,4104,M,Stroud,3786,True,Carmichael,E14000980,60819,4866,8.000789227050758,32.31345676043921,19.02400416766852
Tommy Sheppard,1959-03-06,2015-05-28,4453,M,Edinburgh East,1035,False,Sheppard,S14000022,47089,9106,19.33784960394147,43.85399836330446,13.28031558847598
Peter Dowd,1957-06-20,2015-05-28,4397,M,Bootle,3347,True,Dowd,E14000581,45152,28704,63.5719347980156,38.16392243699784,15.80716919420207
Peter Lilley,1943-08-23,2015-05-28,68,M,Hitchin and Harpenden,3535,True,Lilley,E14000749,55375,20055,36.21670428893905,34.9975403335107,16.38439065527523
Andy Slaughter,1960-09-29,2010-06-02,1516,M,Hammersmith,3512,True,Slaughter,E14000726,47960,6518,13.59049207673061,43.42332284583375,86.93629689772997
Michael Gove,1967-08-26,2015-05-28,1571,M,Surrey Heath,3789,False,Gove,E14000983,54431,24804,45.56962025316456,34.13144739831856,16.65151859425888
Julian Lewis,1951-09-26,2015-05-28,54,M,New Forest East,3621,True,Lewis,E14000827,49447,19162,38.75260379800595,31.89742923353475,21.0187772074589
Penny Mordaunt,1973-03-04,2015-05-28,4017,F,Portsmouth North,3684,False,Mordaunt,E14000883,45390,10537,23.21436439744437,39.24044136515268,14.84218629715166
Maria Miller,1964-03-26,2015-06-01,1480,F,Basingstoke,3306,True,Miller,E14000545,53076,11063,20.84369583239129,39.22460091114485,12.39582947516575
Ben Bradshaw,1960-08-30,2015-06-01,230,M,Exeter,3481,True,Bradshaw,E14000698,54018,7183,13.29741937872561,43.61874752353818,14.95216890884734
Stewart Malcolm McDonald,1986-08-24,2015-06-01,4461,M,Glasgow South,1208,True,McDonald,S14000034,48778,12269,25.15273278937225,36.51595865774257,14.46296043345627
Jesse Norman,1962-06-23,2015-06-01,3991,M,Hereford and South Herefordshire,3529,True,Norman,E14000743,47257,16890,35.7407368220581,34.46436630697904,19.3451770401674
Greg Mulholland,1970-08-31,2015-06-01,1540,M,Leeds North West,3568,True,Mulholland,E14000780,43357,2907,6.704799686325161,47.45834860649632,14.93301486325099
David Burrowes,1969-06-12,2015-06-01,1518,M,"Enfield, Southgate",3475,True,Burrowes,E14000692,45812,4753,10.37501091417096,38.1514883826037,15.0605008525587
Gareth Johnson,1969-10-12,2015-06-01,3970,M,Dartford,3438,True,Johnson,E14000659,52418,12345,23.55107024304628,38.37209302325581,15.04941860465116
David Hanson,1957-07-05,2015-06-01,533,M,Delyn,3440,False,Hanson,W07000042,37457,2930,7.822302907333743,33.8023742517964,18.78687447322181
Andrew Bridgen,1964-10-28,2015-06-01,4133,M,North West Leicestershire,3657,True,Bridgen,E14000858,51548,11373,22.06293163653294,33.83938888175632,17.36637137843968
Clive Betts,1950-01-13,2015-06-01,394,M,Sheffield South East,3723,True,Betts,E14000920,41685,12311,29.53340530166727,36.67319572095826,17.46486149077681
Bill Esterson,1966-10-27,2015-06-01,4061,M,Sefton Central,3719,True,Esterson,E14000916,49021,11846,24.16515370963464,29.719868173258,24.13841807909604
Chi Onwurah,1965-04-12,2015-06-01,4124,F,Newcastle upon Tyne Central,3625,False,Onwurah,E14000831,35085,12673,36.12084936582585,46.56697939013587,12.1887440897399
Barry Gardiner,1957-03-10,2015-06-01,146,M,Brent North,3359,False,Gardiner,E14000592,52235,10834,20.74088255001436,43.03648703340494,11.99293297219887
Mike Gapes,1952-09-04,2015-06-01,184,M,Ilford South,3546,True,Gapes,E14000760,51912,19777,38.09716443211589,48.01923150303355,93.34147365207768
Philip Hammond,1955-12-04,2015-06-01,105,M,Runnymede and Weybridge,3710,False,Hammond,E14000907,50052,22134,44.22200911052505,36.18574737809229,16.69908416494805
Gisela Stuart,1955-11-26,2015-06-01,296,F,"Birmingham, Edgbaston",3325,True,Stuart,E14000560,41293,2706,6.55316881795946,44.11192113329468,13.80374451163947
Keith Simpson,1949-03-29,2015-06-01,126,M,Broadland,3371,True,Simpson,E14000603,53089,16838,31.71655145133643,30.2538135059041,22.08891877127369
Henry Smith,1969-05-14,2015-06-01,3960,M,Crawley,3430,True,Smith,E14000652,48550,6526,13.44181256436663,40.22627278441232,12.63450190905935
Jim Cunningham,1941-02-04,2015-06-01,308,M,Coventry South,3429,True,Cunningham,E14000651,43699,3188,7.295361449918762,46.49213370336342,14.6452352311583
John Baron,1959-06-21,2015-06-01,1390,M,Basildon and Billericay,3305,True,Baron,E14000544,43028,12482,29.00901738402901,36.97191343227001,16.76051155685886
Ian Lucas,1960-09-18,2010-05-25,1470,M,Wrexham,3869,False,Lucas,W07000044,32719,1831,5.596136801246982,36.87536223689233,17.22763319715582
John Howell,1955-07-27,2015-06-01,1606,M,Henley,3528,True,Howell,E14000742,55236,25375,45.93924252299225,32.261890156627,19.70923813029076
Tim Loughton,1962-05-30,2015-06-01,114,M,East Worthing and Shoreham,3465,True,Loughton,E14000682,49898,14949,29.95911659785964,33.03132550195784,20.27618095476131
Hilary Benn,1953-11-26,2015-06-01,413,M,Leeds Central,3565,False,Benn,E14000777,45048,16967,37.66426922393891,54.35101635346975,90.43702070335723
Bob Stewart,1949-07-07,2015-06-01,3919,M,Beckenham,3312,True,Stewart,E14000551,48803,18471,37.8480831096449,33.90146073484961,17.91152842744021
Bob Blackman,1956-04-26,2015-06-01,4005,M,Harrow East,3517,True,Blackman,E14000731,49000,4757,9.708163265306123,40.21935023756517,14.7714459189869
Gerald Kaufman,1930-06-21,2015-06-01,451,M,"Manchester, Gorton",3597,True,Kaufman,E14000808,42019,24079,57.30502867750303,53.55492005251894,82.42054713214266
Alan Duncan,1957-03-31,2015-06-01,343,M,Rutland and Melton,3712,True,Duncan,E14000909,54603,21705,39.75056315587055,32.82305847848919,19.76200384440084
Suella Fernandes,1980-04-03,2015-06-01,4475,F,Fareham,3482,True,Fernandes,E14000699,54700,22262,40.69835466179159,32.89506071545783,19.36843616672137
Madeleine Moon,1950-03-27,2015-06-01,1490,F,Bridgend,3362,True,Moon,W07000073,39453,1927,4.884292702709553,34.53983198327344,18.65461420004257
Melanie Onn,1979-06-19,2015-06-01,4464,F,Great Grimsby,3502,True,Onn,E14000716,33731,4540,13.45942901188817,39.86945140124429,15.47204877440704
Richard Benyon,1960-10-21,2015-06-01,1547,M,Newbury,3624,True,Benyon,E14000830,57300,26368,46.0174520069808,35.77880938869301,15.20034235424361
Alan Whitehead,1950-09-15,2015-06-01,62,M,"Southampton, Test",3761,True,Whitehead,E14000956,43652,3810,8.728122422798497,46.42536926053513,11.68703694964844
Rebecca Pow,1960-10-10,2015-06-01,4522,F,Taunton Deane,3796,True,Pow,E14000988,57887,15491,26.76075802857291,34.48047410311561,19.97694827883507
Julie Cooper,1960-06-20,2015-06-01,4405,F,Burnley,3377,True,Cooper,E14000609,39746,3244,8.161827605293615,37.81228821833469,16.23496709128293
Tasmina Ahmed-Sheikh,1970-10-05,2015-06-01,4427,F,Ochil and South Perthshire,2234,False,Ahmed-Sheikh,S14000050,57871,10168,17.57011283717233,33.12504974926371,18.14853140173525
Johnny Mercer,1981-08-17,2015-06-01,4485,M,"Plymouth, Moor View",3679,True,Mercer,E14000879,42606,1026,2.408111533586819,37.35359671357399,17.82623896512543
Richard Graham,1958-04-04,2015-06-01,3990,M,Gloucester,3497,True,Graham,E14000712,52575,7251,13.79172610556348,39.66172117407896,14.44862512928421
Gavin Robinson,1984-11-22,2015-06-01,4360,M,Belfast East,3314,False,Robinson,N06000001,39682,2597,6.544529005594477,35.311,17.4
Nadhim Zahawi,1967-06-02,2015-06-01,4113,M,Stratford-on-Avon,3783,True,Zahawi,E14000977,51459,22876,44.45480868264055,29.71070177421178,22.81387727426828
